,Title,Price,Price_Origin,Link,Image,Retailer,TimeStamp,Source
72,Polarized Sunglasses for Men and Women UV Protection Sun Glasses Ideal for Outdoor Activity Car Darive Leisure Time,29.99,0,https://www.amazon.ca/dp/B08ZHXRJ7L/,https://m.media-amazon.com/images/I/61e7x9t33+L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
73,"iPhone 12 Charger Cable, USB C to Lightning Fast Charging Cable 6.6ft MFi Certified for iPhone 12, 12 Pro Max, 12 Mini, iPhone 11 Pro Max, X, XS, XR, 8, iPad Pro 12.9 inch Gen 1/2, iPad Air 3, Mini 5",15.98,0,https://www.amazon.ca/dp/B08LNHZLK7/,https://m.media-amazon.com/images/I/51Aw0Aors6L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
74,Womens Blissful Benefits No Muffin Top 3 Pack Lace Hipster Panties Hipster Panties,16.99,0,https://www.amazon.ca/dp/B076DV59NP/,https://m.media-amazon.com/images/I/8178jHEULtS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
75,Cliganic USDA Organic Lip Balm Set - 6 Flavors - 100% Natural Moisturizer for Cracked & Dry Lips,9.99,0,https://www.amazon.ca/dp/B07X62WVM4/,https://m.media-amazon.com/images/I/71YbzhEU2AL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
76,Women's Comfort Revolution Wire Free,29.15,34.44,https://www.amazon.ca/dp/B00550PNLQ/,https://m.media-amazon.com/images/I/71AKCApXCcL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
77,"3D Sleep Mask By PrettyCare 2 Pack (Blue and Black) Eye Mask for Sleeping, Contoured Sleep Mask Blindfold with an Ear Plugs, Silk Travel Bag, Night Eyeshade for Men and Women",19.95,0,https://www.amazon.ca/dp/B019JY9BO8/,https://m.media-amazon.com/images/I/71ZjRCUL1pL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
78,Women’s This is Not a Bra Full-Coverage Underwire Bra,29.11,0,https://www.amazon.ca/dp/B00378LD9O/,https://m.media-amazon.com/images/I/71OTr-rHZmL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
79,Mens Jersey Short with Pockets,12.99,0,https://www.amazon.ca/dp/B01BUJ0NZQ/,https://m.media-amazon.com/images/I/81vAeOQuDWL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
80,"250W LED High Bay Light 35,000LM (140Lm/w) 5000K Daylight (for 18 to 24ft Ceiling, 1000W HID/HPS Replacement) 1-10v dimmer UL Listed HYPERLITE High Bay LED Light for Factory Warehouse Church",152.99,169.99,https://www.amazon.ca/dp/B07WLVG6RX/,https://m.media-amazon.com/images/I/612N0b-IwbL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
81,"Tinwoo Smart Watch(40mm Wireless Charging Bluetooth) DIY Clock Face,5ATM Waterproof for Android,iOS Blood Oxygen Heart Rate Moniter Smartwatch for Men Women Kids Sleep Fitness Tracker",99.99,0,https://www.amazon.ca/dp/B096FGB6KB/,https://m.media-amazon.com/images/I/51RhrMvFJZL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
82,Women V Neck Button Down Blouses Tops Short Sleeves Flowers Printed T-Shirt,21.17,0,https://www.amazon.ca/dp/B07T1GHL7B/,https://m.media-amazon.com/images/I/61B7wLDYfxL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
83,Women's Faith Casual Sweatshirts Hoodie Long Sleeve Sweatshirts,25.77,0,https://www.amazon.ca/dp/B07W8XF7XK/,https://m.media-amazon.com/images/I/51HFIq2wjPL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
84,Womens Modern-Skinny Jean,36.99,0,https://www.amazon.ca/dp/B077R57GTM/,https://m.media-amazon.com/images/I/71Fy9xX5EtL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
85,"USB C Charger, 20W PD Dual Port Fast Phone Charger, USB Wall Charger with Foldable Plug, TESSAN Portable Power Adapter Charging Block Compatible with iPhone 13 12 11 Mini Pro Max 11 Galaxy",21.99,0,https://www.amazon.ca/dp/B08ZY8XCT8/,https://m.media-amazon.com/images/I/5168hEo45iL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
86,Womens Underwear Varity of Underwear for Women Pack Briefs Thongs Boxer Lacy Panties Tanga 10 Pack,27.99,0,https://www.amazon.ca/dp/B07QGJSSB3/,https://m.media-amazon.com/images/I/71+UtWnr3dL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
87,"Nature's Blossom Bonsai Tree Kit - Grow 4 Types of Bonsai Trees From Seed. Indoor / Outdoor Gardening Starter Set with Tree Seeds, Soil, Pots, Labels, Growing Guide.",72.99,0,https://www.amazon.ca/dp/B01EFX6VMS/,https://m.media-amazon.com/images/I/91sYBVxTXgL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
88,"SHW Home Office Computer Desks, Black, 48-Inch (121 cm W x 60 cm D)",99.87,0,https://www.amazon.ca/dp/B07Q33BDKC/,https://m.media-amazon.com/images/I/81FeCI035nL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
89,Fast Charging 5 Pack (3-3-6-6-10FT) iPhone Charger 90 Degree Data Cable Compatible with iPhone 12/11/ Pro/Max/X/XS/XR/XS Max/ 8/ Plus/7/7 Plus/6/6S/6 Plus (Red Black),19.99,22.99,https://www.amazon.ca/dp/B07QVXH6J3/,https://m.media-amazon.com/images/I/61N0zbqvUzL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
90,"RENPHO Bluetooth Body Fat Scale BMI Scale Smart Digital Bathroom Wireless Weight Scale, Body Composition Analyzer with Smartphone App 396 lbs Black",33.13,51.99,https://www.amazon.ca/dp/B01N1UX8RW/,https://m.media-amazon.com/images/I/61gEwA84qhL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
91,"Fineliner Pen, Chukchi Fine Line Drawing Pen Fineliner Color Pens Set 0.38mm Colored Fine Line Point Markers Perfect for Coloring Book Bullet Journal Art Projects Pack of 10 Assorted Colors (1 Pack)",8.99,15.99,https://www.amazon.ca/dp/B073S3HFP9/,https://m.media-amazon.com/images/I/611JDfJBhsL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
92,Womens 18 Hour Ultimate Lift and Support Wire Free Bra,32.09,0,https://www.amazon.ca/dp/B07DNWRQ3Y/,https://m.media-amazon.com/images/I/71r9GHEdU5S._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
93,"EverBrite 5-Pack LED Headlamp Flashlight for Running, Camping, Reading, Fishing, Hunting, Walking, Jogging - Head Lamps Long Battery Life (Batteries Included), Durable, Lightweight",29.99,0,https://www.amazon.ca/dp/B01CTX7BX4/,https://m.media-amazon.com/images/I/81cFtahSCrL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
94,"Marchpower iPhone Charger, 2 Pack 6ft Lightning Cable with Dual Port iPhone ipad Charger Block Plug, Compatible with iPhone 13 12 SE 11 Pro MAX X XS 8 7 ipad iPod AirPods -White",16.99,19.99,https://www.amazon.ca/dp/B08G4BBBF2/,https://m.media-amazon.com/images/I/51v6pxu85lL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
95,"SPRINGSPIRIT Waterproof Mattress Protector Bamboo Twin Size Hypoallergenic Vinyl Free TPU Noiseless Bed Mattress Cover, Ultra Breathable Premium 100% Bamboo Jersey Single Mattress Protector Fitted up to 14'' Depth Pocket (39 x 75inch)",28.99,0,https://www.amazon.ca/dp/B08BCDD4QR/,https://m.media-amazon.com/images/I/71yAdbbfIzL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
96,"AmazonBasics Light-Weight Microfiber Sheet Set - Full, Navy Pinstripe",30.64,0,https://www.amazon.ca/dp/B07QT9NZFK/,https://m.media-amazon.com/images/I/81iAeI27P+L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
97,Women's LA20WH-1ACF Classic Digital Black Resin Watch,25.32,0,https://www.amazon.ca/dp/B0067MWDPA/,https://m.media-amazon.com/images/I/615eXdZslwS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
98,Women Button Down Blouse Long Sleeve T Shirts Casual Henley Tunic Tops,27.85,0,https://www.amazon.ca/dp/B08M9N8HJW/,https://m.media-amazon.com/images/I/61xnty3MZLL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
99,"Harem Pants for Women, Cotton Loose High Waist Soft Athletic Elastic Waistband Yoga Pilates Pants",28.98,0,https://www.amazon.ca/dp/B08BZB7139/,https://m.media-amazon.com/images/I/51k9y10y70S._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
100,Women's Terran Mid Calf Built-in Wallet Pocket Combat Boots,62.99,0,https://www.amazon.ca/dp/B01GEZODPM/,https://m.media-amazon.com/images/I/71uM030YF8L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
101,Women's Drawstring Hoodies Sweatshirts with Pockets Long Sleeve Pullover Hoodie Tops for Women Tunic,32.99,0,https://www.amazon.ca/dp/B08KDWHSZQ/,https://m.media-amazon.com/images/I/71zZ4XbIcOL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
102,Men's Chiba,78.51,90.00,https://www.amazon.ca/dp/B001L1SB44/,https://m.media-amazon.com/images/I/81s8gEmRNnL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
103,Women's Long Sleeve V Neck Polyester Blouses Tops Button Down Business Shirts,19.99,0,https://www.amazon.ca/dp/B099683HRM/,https://m.media-amazon.com/images/I/71a7Cl2XAOS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
104,"Mellanni Bed Sheet Set - HIGHEST QUALITY Brushed Microfiber 1800 Bedding - Deep Pocket, Wrinkle, Fade, Stain Resistant - Hypoallergenic - 4 Piece - Queen, Emerald Green",50.42,0,https://www.amazon.ca/dp/B01DN0ALM0/,https://m.media-amazon.com/images/I/619e-7L+jkL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
105,"Fractionated Coconut Oil - Relaxing Massage Oil, Liquid Carrier Oil for Diluting Essential Oils - Skin, Lip, Body & Hair Oil Moisturizer & Softener - 16 fl oz",23.96,0,https://www.amazon.ca/dp/B00PMR3QF2/,https://m.media-amazon.com/images/I/61OZP3bI-UL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
106,Women's Crest Vibe Sneaker,70.49,80.00,https://www.amazon.ca/dp/B07VFWHDLZ/,https://m.media-amazon.com/images/I/71KiKlI3zaL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
107,"K-Y Personal Lubricant, Gel 113 gram",5.99,0,https://www.amazon.ca/dp/B00WLKYOC2/,https://m.media-amazon.com/images/I/51kr2BgSe5L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
108,"iPhone Charger, 6Pack 3FT Lightning Cable Sundix iPhone Charger Cable Charging Cord Compatible iPhone Xs MAX XR X 8 8Plus 7 7Plus 6s 6sPlus 6 6Plus SE 5 SE iPad iPod & More (White)",18.59,20.99,https://www.amazon.ca/dp/B07W54VLPQ/,https://m.media-amazon.com/images/I/61REAdEEaEL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
109,"Fast Charge 3.0, Excgood [2-Pack] 18W Flat QC USB Wall Charger Foldable Fast Charger Block Compatible with Wireless Charger, Samsung Galaxy S10/8/9,Note9/8,LG G5/6 V20/30,HTC,iPhone,iPad,- White",18.99,0,https://www.amazon.ca/dp/B088H39V22/,https://m.media-amazon.com/images/I/6119iwG53-L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
110,"3 Pack 10 FT iPhone Charger Fast Charging and Nylon Braided 90 Degree Data Cable for iPhone 12/11/ Pro/Max/X/XS/XR/XS Max/ 8/ Plus/7/7 Plus/6/6S/6 Plus and Other Models (Gray, 10FT)",14.99,0,https://www.amazon.ca/dp/B07QTX1Y2C/,https://m.media-amazon.com/images/I/71Yr1if4lOL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
111,Men's White Ledge Mid Waterproof Hiking Boot,145.40,0,https://www.amazon.ca/dp/B005MI8JM6/,https://m.media-amazon.com/images/I/81BiW8VztAL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
112,Womens 18 Hour Original Comfort Strap Full Coverage Bra Us4693,29.11,32.68,https://www.amazon.ca/dp/B01M358XZ7/,https://m.media-amazon.com/images/I/81mtNnh5HOL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
113,"Betty Crocker Gluten Free Fruit Snacks Special Edition, 10-Count, 226 Gram",2.34,0,https://www.amazon.ca/dp/B00V4HQXIG/,https://m.media-amazon.com/images/I/919cadZv2aL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
114,"Women's Cotton Stretch Bikini Panty, 6-Pack",28.30,0,https://www.amazon.ca/dp/B07CJWMX3L/,https://m.media-amazon.com/images/I/81fAV6xoncL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
115,"4 Pack [Apple MFi Certified] Apple Charging Cables 3m, iPhone Chargers Lightning Cable 3 Meter, Fast iPhone Charging Cord for iPhone 12/11/11Pro/11Max/ X/XS/XR/XS Max/8/7, ipad(White)",25.99,0,https://www.amazon.ca/dp/B09BNDJVSL/,https://m.media-amazon.com/images/I/61PqQA+Su7L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
116,Slim Minimalist Front Pocket RFID Blocking Leather Wallets for Men Women - Cross Black,15.99,0,https://www.amazon.ca/dp/B079DCW7GB/,https://m.media-amazon.com/images/I/81oIi9rFU6L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
117,Women's Tops Casual Sleeveless V-Neck T-Shirts Tank Summer Blouse Shirts Soft Loose Tunic,17.99,23.99,https://www.amazon.ca/dp/B08RCJNZZ9/,https://m.media-amazon.com/images/I/71SJcLG1BSL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
118,Women's Tops Casual T-Shirt Long Sleeve Tunics Cotton Knits Tees with Pockets,19.99,0,https://www.amazon.ca/dp/B08R8RK1JN/,https://m.media-amazon.com/images/I/61PBsreX-5L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
119,Women's High Waisted Cotton Underwear Stretch Briefs Soft Full Coverage Panties Multipack (Regular& Plus Size),29.99,40.99,https://www.amazon.ca/dp/B07RN63526/,https://m.media-amazon.com/images/I/61dpCKpdjHL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
120,Women’s Full Figure Comfort Wire Free Minimizer Support Bra,29.99,40.19,https://www.amazon.ca/dp/B078PGT1GX/,https://m.media-amazon.com/images/I/91STfWx9WaL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
121,Saxx Men's Underwear – Vibe Men’s Underwear – Boxer Briefs with Built-in Ballpark Pouch Support - Core,33.95,0,https://www.amazon.ca/dp/B016OE5PJQ/,https://m.media-amazon.com/images/I/91GlsJS4O+L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
122,"Wireless Earbuds, Tribit 100H Playtime Bluetooth 5.0 IPX8 Waterproof Touch Control Ture Wireless Bluetooth Earbuds with Mic Earphone in-Ear Deep Bass Built-in Mic Bluetooth Headphones, Flybuds 3",57.99,89.99,https://www.amazon.ca/dp/B088LW4JKR/,https://m.media-amazon.com/images/I/71yeEs7IqOL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
123,AOSK Tesla Model Y Performance Spoiler Wings ABS Carbon Fiber Pattern Designed for 2020 2021,149.99,0,https://www.amazon.ca/dp/B08PRXQTXB/,https://m.media-amazon.com/images/I/61J74r1b7fL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
124,"4 Pack [Apple MFi Certified] Apple Charging Cables 3m, iPhone Chargers Lightning Cable 3 Meter, Fast iPhone Charging Cord for iPhone 12/11/11Pro/11Max/ X/XS/XR/XS Max/8/7, ipad(White)",25.99,0,https://www.amazon.ca/dp/B09BNDJVSL/,https://m.media-amazon.com/images/I/61PqQA+Su7L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
125,KZ AZ09 Bluetooth 5.2 IPV5 Waterproof Noise Reduction Bluetooth Module Upgrade Cable Ear Hook for ZSX/ZSN/ZSNPRO/ZSNProX/ZS10PRO/AS12/AS16/ZAX/DQ6(C pin),31.99,33.99,https://www.amazon.ca/dp/B09292MSTF/,https://m.media-amazon.com/images/I/61LJrYgVPeL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
126,"Rest LINE Cotton Terry Waterproof Mattress Protector (Queen), Hypoallergenic, Breathable and 100% Waterproof Mattress Cover, Stretches up to 18”,Fitted Sheet Style 60X80 Soft Cotton Cover",32.99,0,https://www.amazon.ca/dp/B07YQGBHPL/,https://m.media-amazon.com/images/I/81qwZIGc0nL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
127,"CyberPower P4WSU Professional Surge Protector, 900J/125V, 4 Swivel Outlets, 4 USB Charge Ports, White Wall Tap",29.41,0,https://www.amazon.ca/dp/B07VCGVDSS/,https://m.media-amazon.com/images/I/71tthHfbfnL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
128,"Women's Comfortable Orthotic Flip-Flops Sandal (US Women 9, Matt Wine)",41.99,0,https://www.amazon.ca/dp/B07B2VC51J/,https://m.media-amazon.com/images/I/71Xgg-5ceaS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
129,"Phone Charger Cord 3 Pack, Nylon Braided USB Charging Cable 3FT Phone Fast Charger Cable Compatible with Phone 11 Pro Max 11 Pro 11 XS MAX XR X 8 8 Plus 7 7 Plus 6s 6 6 Plus SE, Pad Pro Air Mini (Red)",15.99,25.99,https://www.amazon.ca/dp/B089Y13MCY/,https://m.media-amazon.com/images/I/61a85QbNS8L._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
130,Men's Classic Black Resin Strap Watch Digital F91W-1,19.36,24.00,https://www.amazon.ca/dp/B000GAWSDG/,https://m.media-amazon.com/images/I/71EMyUkCSLS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
131,"LED Garage Light 80W E26 E27 8000LM Deformable LED Garage Ceiling Lights 6000K Daylight White Garage LED Light with 5 Adjustable LED Panels, LED Garage Lights for Warehouse Workshop Basement Lights - 2pack",39.99,0,https://www.amazon.ca/dp/B08K75G9DP/,https://m.media-amazon.com/images/I/71F0ygKZzfL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
132,"GYUEM 18 feet Inflatable Outdoor Projector Movie Screen - Package with Rope, Blower, Tent Stakes - Portable,Great for Outdoor and Indoor Party Backyard Pool Watch Movies",179.99,196.99,https://www.amazon.ca/dp/B07GGSYNF7/,https://m.media-amazon.com/images/I/717hpr3LBVS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
133,"TubShroom TSBLU454 The Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, Blue",14.99,0,https://www.amazon.ca/dp/B01BYRMGCC/,https://m.media-amazon.com/images/I/71HQOgqyyXS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
134,Women's Faith Casual Sweatshirts Hoodie Long Sleeve Sweatshirts,25.77,0,https://www.amazon.ca/dp/B07W8XF7XK/,https://m.media-amazon.com/images/I/51HFIq2wjPL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
135,Mens Covered Waistband Boxer Brief Multipack,28.58,0,https://www.amazon.ca/dp/B077ZMVNRW/,https://m.media-amazon.com/images/I/81WPiqkwWpL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
136,Men’s EcoSmart Fleece Sweatshirt,13.99,0,https://www.amazon.ca/dp/B071GCRXCV/,https://m.media-amazon.com/images/I/81fBr0EGoQL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
137,"Scotch Thermal Laminating Sheets, 9"" x 11.5"", 3-Mil Thick, 50 Laminating Pouches",18.97,0,https://www.amazon.ca/dp/B00GGBHMWQ/,https://m.media-amazon.com/images/I/712ktzRcrmL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
138,"Full HD Bluetooth Projector Built in DVD Player, 7000LM 1080P Supported, Portable Mini DVD Projector for Outdoor Movies, 250"" Home Theater, Compatible with iOS/Android/TV Stick/PS4/HDMI/USB/TF Card",209.98,249.99,https://www.amazon.ca/dp/B08SKHN885/,https://m.media-amazon.com/images/I/71ji0j52SoL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
139,womens Non Terry No Show Low Cut Athletic Sport Sock 6-pack,12.81,22.99,https://www.amazon.ca/dp/B017XVZ062/,https://m.media-amazon.com/images/I/711wQ8V4zzS._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
140,"Tinwoo Smart Watch(40mm Wireless Charging Bluetooth) DIY Clock Face,5ATM Waterproof for Android,iOS Blood Oxygen Heart Rate Moniter Smartwatch for Men Women Kids Sleep Fitness Tracker",99.99,0,https://www.amazon.ca/dp/B096FGB6KB/,https://m.media-amazon.com/images/I/51RhrMvFJZL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
141,"250W LED High Bay Light 35,000LM (140Lm/w) 5000K Daylight (for 18 to 24ft Ceiling, 1000W HID/HPS Replacement) 1-10v dimmer UL Listed HYPERLITE High Bay LED Light for Factory Warehouse Church",152.99,169.99,https://www.amazon.ca/dp/B07WLVG6RX/,https://m.media-amazon.com/images/I/612N0b-IwbL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
142,Women V Neck Button Down Blouses Tops Short Sleeves Flowers Printed T-Shirt,21.17,0,https://www.amazon.ca/dp/B07T1GHL7B/,https://m.media-amazon.com/images/I/61B7wLDYfxL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
143,Women's Faith Casual Sweatshirts Hoodie Long Sleeve Sweatshirts,25.77,0,https://www.amazon.ca/dp/B07W8XF7XK/,https://m.media-amazon.com/images/I/51HFIq2wjPL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
144,"Casper Sleep Foam Pillow for Sleeping, Standard, White",134.55,0,https://www.amazon.ca/dp/B07YVRT6WY/,https://m.media-amazon.com/images/I/51HNrlYVXNL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
145,Unisex's Classic Clog,59.99,0,https://www.amazon.ca/dp/B00152AGEW/,https://m.media-amazon.com/images/I/71J+EDTWeQL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
146,Making Magic Happen Shirts for Womens Casual Short Sleeve Tops Soft T-Shirts with Sayings,18.99,21.41,https://www.amazon.ca/dp/B01HEPE1N0/,https://m.media-amazon.com/images/I/51C8e8gcLgL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
147,Women's Liner No Show Socks (6 Pair),25.99,0,https://www.amazon.ca/dp/B013P2HQUQ/,https://m.media-amazon.com/images/I/91U1-ONpXxL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
148,Love Cat Heart Pendant Necklace for Women Crystal Necklace Birthday Jewelry Gifts for Mom Daughter Girlfriend,30.99,0,https://www.amazon.ca/dp/B088314D2P/,https://m.media-amazon.com/images/I/61n2jZZGiuL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
149,Men's Casual Boots Leather Dress Motorcycle Ankle Boots,56.99,0,https://www.amazon.ca/dp/B01HK0TQ7K/,https://m.media-amazon.com/images/I/71kLkoSR9gL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
150,"Motion Sensor Light Bulb- 2 Pack, AmeriTop 10W(60W Equivalent) 806lm Motion Activated Dusk to Dawn Security LED Bulb; UL Listed, A19, E26, Auto On/Off Indoor Outdoor Lighting (5000K Daylight)",19.99,0,https://www.amazon.ca/dp/B08CWZKMJ7/,https://m.media-amazon.com/images/I/51jtSUePAzL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
151,"ACDelco AAA Super Alkaline Batteries in Recloseable Package, 24 Count , Blue",8.87,0,https://www.amazon.ca/dp/B00A9WM94E/,https://m.media-amazon.com/images/I/81d18kujihL._AC_UL320_.jpg,Amazon,2021-10-23T16:29:45,https://www.amazon.ca/s?k=lightning+deals
